"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
"1,031,722","91,929",90,"3,861,202"
